"","unique(lncrna_genes$gene_id)"
"1066","ENSG00000260976"
"1067","ENSG00000279838"
"1068","ENSG00000273004"
"1069","ENSG00000279401"
"1070","ENSG00000228309"
"1071","ENSG00000261729"
"1072","ENSG00000224691"
"1073","ENSG00000288078"
"1074","ENSG00000229739"
"1075","ENSG00000273198"
"1076","ENSG00000273129"
"1077","ENSG00000230426"
"1078","ENSG00000285894"
"1079","ENSG00000261182"
"1080","ENSG00000225006"
"1081","ENSG00000237283"
"1082","ENSG00000238054"
"1083","ENSG00000226486"
"1084","ENSG00000232212"
"1085","ENSG00000238270"
"1086","ENSG00000287472"
"1087","ENSG00000225811"
"1088","ENSG00000237457"
"1089","ENSG00000241505"
"1090","ENSG00000231175"
"1091","ENSG00000285638"
"1092","ENSG00000261642"
"1093","ENSG00000233882"
"1094","ENSG00000228215"
"1095","ENSG00000223344"
"1096","ENSG00000285280"
"1097","ENSG00000236069"
"1098","ENSG00000232077"
"1099","ENSG00000286285"
"1100","ENSG00000227240"
"1101","ENSG00000226640"
"1102","ENSG00000237011"
"1103","ENSG00000231714"
"1104","ENSG00000285718"
"1105","ENSG00000287364"
"1106","ENSG00000227421"
"1107","ENSG00000230260"
"1108","ENSG00000224901"
"1109","ENSG00000287989"
"1110","ENSG00000223881"
"1111","ENSG00000261573"
"1112","ENSG00000229989"
"1113","ENSG00000225172"
"1114","ENSG00000233410"
"1115","ENSG00000235492"
"1116","ENSG00000286541"
"1117","ENSG00000231718"
"1118","ENSG00000203721"
"1119","ENSG00000273093"
"1120","ENSG00000230623"
"1121","ENSG00000282849"
"1122","ENSG00000260088"
"1123","ENSG00000229191"
"1124","ENSG00000234132"
"1125","ENSG00000229821"
"1126","ENSG00000286600"
"1127","ENSG00000282221"
"1128","ENSG00000224818"
"1129","ENSG00000224536"
"1130","ENSG00000236390"
"1131","ENSG00000231871"
"1132","ENSG00000235121"
"1133","ENSG00000223774"
"1134","ENSG00000234678"
"1135","ENSG00000249007"
"1136","ENSG00000226862"
"1137","ENSG00000225620"
"1138","ENSG00000260021"
"1139","ENSG00000228288"
"1140","ENSG00000234775"
"1141","ENSG00000224671"
"1142","ENSG00000231507"
"1143","ENSG00000233791"
"1144","ENSG00000286383"
"1145","ENSG00000176754"
"1146","ENSG00000286572"
"1147","ENSG00000261065"
"1148","ENSG00000230550"
"1149","ENSG00000231691"
"1150","ENSG00000280924"
"1151","ENSG00000226330"
"1152","ENSG00000240710"
"1153","ENSG00000240219"
"1154","ENSG00000228153"
"1155","ENSG00000287197"
"1156","ENSG00000225063"
"1157","ENSG00000226235"
"1158","ENSG00000224717"
"1159","ENSG00000285521"
"1160","ENSG00000286619"
"1161","ENSG00000227687"
"1162","ENSG00000226780"
"1163","ENSG00000287432"
"1164","ENSG00000236889"
"1165","ENSG00000162888"
"1166","ENSG00000261000"
"1167","ENSG00000279946"
"1168","ENSG00000237605"
"1169","ENSG00000275392"
"1170","ENSG00000243636"
"1171","ENSG00000237074"
"1172","ENSG00000283044"
"1173","ENSG00000236911"
"1174","ENSG00000285239"
"1175","ENSG00000203709"
"1176","ENSG00000285719"
"1177","ENSG00000284237"
"1178","ENSG00000287220"
"1179","ENSG00000286198"
"1180","ENSG00000261453"
"1181","ENSG00000259815"
"1182","ENSG00000232812"
"1183","ENSG00000236950"
"1184","ENSG00000287046"
"1185","ENSG00000232537"
"1186","ENSG00000227940"
"1187","ENSG00000231648"
"1188","ENSG00000230937"
"1189","ENSG00000224260"
"1190","ENSG00000287902"
"1191","ENSG00000227591"
"1192","ENSG00000287343"
"1193","ENSG00000203706"
"1194","ENSG00000287354"
"1195","ENSG00000287157"
"1196","ENSG00000279333"
"1197","ENSG00000284376"
"1198","ENSG00000234233"
"1199","ENSG00000287033"
"1200","ENSG00000153363"
"1201","ENSG00000223649"
"1202","ENSG00000261314"
"1203","ENSG00000228792"
"1204","ENSG00000227764"
"1205","ENSG00000231057"
"1206","ENSG00000226868"
"1207","ENSG00000229258"
"1208","ENSG00000229983"
"1209","ENSG00000226251"
"1210","ENSG00000230063"
"1211","ENSG00000234915"
"1212","ENSG00000229832"
"1213","ENSG00000287445"
"1214","ENSG00000224535"
"1215","ENSG00000286213"
"1216","ENSG00000228067"
"1217","ENSG00000260805"
"1218","ENSG00000288007"
"1219","ENSG00000235862"
"1220","ENSG00000237980"
"1221","ENSG00000198468"
"1222","ENSG00000282718"
"1223","ENSG00000225233"
"1224","ENSG00000228255"
"1225","ENSG00000230461"
"1226","ENSG00000281664"
"1227","ENSG00000274895"
"1228","ENSG00000272167"
"1229","ENSG00000283518"
"1230","ENSG00000228470"
"1231","ENSG00000287008"
"1232","ENSG00000282265"
"1233","ENSG00000229242"
"1234","ENSG00000233620"
"1235","ENSG00000236292"
"1236","ENSG00000234070"
"1237","ENSG00000231814"
"1238","ENSG00000230714"
"1239","ENSG00000232100"
"1240","ENSG00000286775"
"1241","ENSG00000232480"
"1242","ENSG00000281453"
"1243","ENSG00000228208"
"1244","ENSG00000225561"
"1245","ENSG00000228063"
"1246","ENSG00000223842"
"1247","ENSG00000277007"
"1248","ENSG00000287676"
"1249","ENSG00000228536"
"1250","ENSG00000238232"
"1251","ENSG00000226927"
"1252","ENSG00000260505"
"1253","ENSG00000231529"
"1254","ENSG00000221571"
"1255","ENSG00000272823"
"1256","ENSG00000238078"
"1257","ENSG00000257551"
"1258","ENSG00000234754"
"1259","ENSG00000232436"
"1260","ENSG00000286398"
"1261","ENSG00000286421"
"1262","ENSG00000227925"
"1263","ENSG00000238042"
"1264","ENSG00000228437"
"1265","ENSG00000232679"
"1266","ENSG00000236230"
"1267","ENSG00000226643"
"1268","ENSG00000276997"
"1269","ENSG00000225265"
"1270","ENSG00000272750"
"1271","ENSG00000287684"
"1272","ENSG00000228106"
"1273","ENSG00000278610"
"1274","ENSG00000287338"
"1275","ENSG00000236846"
"1276","ENSG00000226601"
"1277","ENSG00000278467"
"1278","ENSG00000232628"
"1279","ENSG00000237101"
"1280","ENSG00000233384"
"1281","ENSG00000286174"
"1282","ENSG00000229400"
"1283","ENSG00000225334"
"1284","ENSG00000286719"
"1285","ENSG00000234476"
"1286","ENSG00000282418"
"1287","ENSG00000227496"
"1288","ENSG00000226349"
"1289","ENSG00000242861"
"1290","ENSG00000248322"
"1291","ENSG00000272562"
"1292","ENSG00000225518"
"1293","ENSG00000234478"
"1294","ENSG00000287627"
"1295","ENSG00000228382"
"1296","ENSG00000228548"
"1297","ENSG00000287259"
"1298","ENSG00000233706"
"1299","ENSG00000287532"
"1300","ENSG00000228625"
"1301","ENSG00000287525"
"1302","ENSG00000234277"
"1303","ENSG00000287205"
"1304","ENSG00000230005"
"1305","ENSG00000286389"
"1306","ENSG00000276255"
"1307","ENSG00000287895"
"1308","ENSG00000280157"
"1309","ENSG00000203684"
"1310","ENSG00000162913"
"1311","ENSG00000269934"
"1312","ENSG00000270110"
"1313","ENSG00000286773"
"1314","ENSG00000287315"
"1315","ENSG00000270104"
"1316","ENSG00000270094"
"1317","ENSG00000231563"
"1318","ENSG00000279306"
"1319","ENSG00000282111"
"1320","ENSG00000236975"
"1321","ENSG00000233920"
"1322","ENSG00000177800"
"1323","ENSG00000177788"
"1324","ENSG00000237481"
"1325","ENSG00000226920"
"1326","ENSG00000223635"
"1327","ENSG00000227043"
"1328","ENSG00000228058"
"1329","ENSG00000227006"
"1330","ENSG00000224407"
"1331","ENSG00000282564"
"1332","ENSG00000232964"
"1333","ENSG00000286859"
"1334","ENSG00000244137"
"1335","ENSG00000225656"
"1336","ENSG00000223393"
"1337","ENSG00000288037"
"1338","ENSG00000287395"
"1339","ENSG00000233461"
"1340","ENSG00000229228"
"1341","ENSG00000286071"
"1342","ENSG00000226758"
"1343","ENSG00000235152"
"1344","ENSG00000236372"
"1345","ENSG00000225919"
"1346","ENSG00000236497"
"1347","ENSG00000286774"
"1348","ENSG00000287423"
"1349","ENSG00000286109"
"1350","ENSG00000286666"
"1351","ENSG00000287921"
"1352","ENSG00000233332"
"1353","ENSG00000231272"
"1354","ENSG00000236244"
"1355","ENSG00000236358"
"1356","ENSG00000273367"
"1357","ENSG00000231663"
"1358","ENSG00000231768"
"1359","ENSG00000286210"
"1360","ENSG00000287633"
"1361","ENSG00000230404"
"1362","ENSG00000228830"
"1363","ENSG00000224939"
"1364","ENSG00000272362"
"1365","ENSG00000228044"
"1366","ENSG00000241475"
"1367","ENSG00000230628"
"1368","ENSG00000282097"
"1369","ENSG00000227630"
"1370","ENSG00000279261"
"1371","ENSG00000286263"
"1372","ENSG00000237520"
"1373","ENSG00000238005"
"1374","ENSG00000258082"
"1375","ENSG00000280587"
"1376","ENSG00000273416"
"1377","ENSG00000285177"
"1378","ENSG00000229463"
"1379","ENSG00000237845"
"1380","ENSG00000229291"
"1381","ENSG00000286142"
"1382","ENSG00000223776"
"1383","ENSG00000273058"
"1384","ENSG00000230325"
"1385","ENSG00000288099"
"1386","ENSG00000237250"
"1387","ENSG00000234464"
"1388","ENSG00000215808"
"1389","ENSG00000231877"
"1390","ENSG00000287177"
"1391","ENSG00000287589"
"1392","ENSG00000259776"
"1393","ENSG00000233355"
"1394","ENSG00000234601"
"1395","ENSG00000231979"
"1396","ENSG00000287102"
"1397","ENSG00000233735"
"1398","ENSG00000233519"
"1399","ENSG00000224359"
"1400","ENSG00000231440"
"1401","ENSG00000230015"
"1402","ENSG00000226919"
"1403","ENSG00000286496"
"1404","ENSG00000287516"
"1405","ENSG00000287738"
"1406","ENSG00000287513"
"1407","ENSG00000272865"
"1408","ENSG00000224525"
"1409","ENSG00000234116"
"1410","ENSG00000227230"
"1411","ENSG00000232085"
"1412","ENSG00000236031"
"1413","ENSG00000232184"
"1414","ENSG00000228939"
"1415","ENSG00000226828"
"1416","ENSG00000279774"
"1417","ENSG00000229960"
"1418","ENSG00000286486"
"1419","ENSG00000237759"
"1420","ENSG00000287531"
"1421","ENSG00000240963"
"1422","ENSG00000282317"
"1423","ENSG00000287601"
"1424","ENSG00000273175"
"1425","ENSG00000272195"
"1426","ENSG00000232192"
"1427","ENSG00000238224"
"1428","ENSG00000231612"
"1429","ENSG00000235096"
"1430","ENSG00000226876"
"1431","ENSG00000230184"
"1432","ENSG00000242042"
"1433","ENSG00000225300"
"1434","ENSG00000260698"
"1435","ENSG00000235021"
"1436","ENSG00000260855"
"1437","ENSG00000227953"
"1438","ENSG00000286747"
"1439","ENSG00000221953"
"1440","ENSG00000259865"
"1441","ENSG00000232347"
"1442","ENSG00000286216"
"1443","ENSG00000287116"
"1444","ENSG00000236817"
"1445","ENSG00000235749"
"1446","ENSG00000229255"
"1447","ENSG00000224521"
"1448","ENSG00000227237"
"1449","ENSG00000227061"
"1450","ENSG00000228643"
"1451","ENSG00000235779"
"1452","ENSG00000277997"
"1453","ENSG00000233684"
"1454","ENSG00000236856"
"1455","ENSG00000226277"
"1456","ENSG00000223985"
"1457","ENSG00000284452"
"1458","ENSG00000225942"
"1459","ENSG00000233633"
"1460","ENSG00000233296"
"1461","ENSG00000280360"
"1462","ENSG00000233970"
"1463","ENSG00000227713"
"1464","ENSG00000272342"
"1465","ENSG00000231173"
"1466","ENSG00000223751"
"1467","ENSG00000237667"
"1468","ENSG00000228799"
"1469","ENSG00000234796"
"1470","ENSG00000235688"
"1471","ENSG00000235403"
"1472","ENSG00000236665"
"1473","ENSG00000233553"
"1474","ENSG00000231482"
"1475","ENSG00000228613"
"1476","ENSG00000283766"
"1477","ENSG00000203635"
"1478","ENSG00000284600"
"1479","ENSG00000232057"
"1480","ENSG00000225619"
"1481","ENSG00000234929"
"1482","ENSG00000287583"
"1483","ENSG00000237720"
"1484","ENSG00000227364"
"1485","ENSG00000228391"
"1486","ENSG00000234423"
"1487","ENSG00000236760"
"1488","ENSG00000226649"
"1489","ENSG00000224885"
"1490","ENSG00000225234"
"1491","ENSG00000271868"
"1492","ENSG00000235078"
"1493","ENSG00000242282"
"1494","ENSG00000234171"
"1495","ENSG00000287126"
"1496","ENSG00000237370"
"1497","ENSG00000224661"
"1498","ENSG00000237401"
"1499","ENSG00000229550"
"1500","ENSG00000231532"
"1501","ENSG00000232835"
"1502","ENSG00000224128"
"1503","ENSG00000230090"
"1504","ENSG00000242540"
"1505","ENSG00000236106"
"1506","ENSG00000237266"
"1507","ENSG00000232044"
"1508","ENSG00000234275"
"1509","ENSG00000227007"
"1510","ENSG00000226488"
"1511","ENSG00000236172"
"1512","ENSG00000286851"
"1513","ENSG00000205837"
"1514","ENSG00000225964"
"1515","ENSG00000271947"
"1516","ENSG00000228203"
"1517","ENSG00000223884"
"1518","ENSG00000272002"
"1519","ENSG00000229727"
"1520","ENSG00000287119"
"1521","ENSG00000230515"
"1522","ENSG00000235576"
"1523","ENSG00000226506"
"1524","ENSG00000235665"
"1525","ENSG00000286857"
"1526","ENSG00000236790"
"1527","ENSG00000229740"
"1528","ENSG00000236008"
"1529","ENSG00000285591"
"1530","ENSG00000231083"
"1531","ENSG00000235092"
"1532","ENSG00000242136"
"1533","ENSG00000261104"
"1534","ENSG00000244310"
"1535","ENSG00000240980"
"1536","ENSG00000239300"
"1537","ENSG00000271855"
"1538","ENSG00000240687"
"1539","ENSG00000244260"
"1540","ENSG00000243491"
"1541","ENSG00000269973"
"1542","ENSG00000287305"
"1543","ENSG00000188525"
"1544","ENSG00000260476"
"1545","ENSG00000260077"
"1546","ENSG00000271787"
"1547","ENSG00000233502"
"1548","ENSG00000285872"
"1549","ENSG00000257135"
"1550","ENSG00000234818"
"1551","ENSG00000243819"
"1552","ENSG00000236162"
"1553","ENSG00000272275"
"1554","ENSG00000271952"
"1555","ENSG00000232056"
"1556","ENSG00000145063"
"1557","ENSG00000230952"
"1558","ENSG00000231403"
"1559","ENSG00000224177"
"1560","ENSG00000285569"
"1561","ENSG00000276411"
"1562","ENSG00000228496"
"1563","ENSG00000203643"
"1564","ENSG00000230790"
"1565","ENSG00000224184"
"1566","ENSG00000223360"
"1567","ENSG00000286427"
"1568","ENSG00000261117"
"1569","ENSG00000225649"
"1570","ENSG00000285876"
"1571","ENSG00000229370"
"1572","ENSG00000230448"
"1573","ENSG00000227718"
"1574","ENSG00000228505"
"1575","ENSG00000287291"
"1576","ENSG00000235127"
"1577","ENSG00000234022"
"1578","ENSG00000224194"
"1579","ENSG00000231031"
"1580","ENSG00000237326"
"1581","ENSG00000233718"
"1582","ENSG00000223850"
"1583","ENSG00000226764"
"1584","ENSG00000236289"
"1585","ENSG00000236989"
"1586","ENSG00000226041"
"1587","ENSG00000228876"
"1588","ENSG00000231266"
"1589","ENSG00000285354"
"1590","ENSG00000232444"
"1591","ENSG00000224400"
"1592","ENSG00000237633"
"1593","ENSG00000279663"
"1594","ENSG00000223536"
"1595","ENSG00000237670"
"1596","ENSG00000287881"
"1597","ENSG00000287849"
"1598","ENSG00000260331"
"1599","ENSG00000224626"
"1600","ENSG00000287284"
"1601","ENSG00000236204"
"1602","ENSG00000234597"
"1603","ENSG00000237992"
"1604","ENSG00000235911"
"1605","ENSG00000228784"
"1606","ENSG00000271991"
"1607","ENSG00000227210"
"1608","ENSG00000223734"
"1609","ENSG00000234378"
"1610","ENSG00000228950"
"1611","ENSG00000227047"
"1612","ENSG00000269976"
"1613","ENSG00000231948"
"1614","ENSG00000270100"
"1615","ENSG00000236436"
"1616","ENSG00000261012"
"1617","ENSG00000280390"
"1618","ENSG00000287956"
"1619","ENSG00000233005"
"1620","ENSG00000231204"
"1621","ENSG00000235537"
"1622","ENSG00000228538"
"1623","ENSG00000229621"
"1624","ENSG00000228999"
"1625","ENSG00000234207"
"1626","ENSG00000233587"
"1627","ENSG00000232451"
"1628","ENSG00000223530"
"1629","ENSG00000233714"
"1630","ENSG00000223634"
"1631","ENSG00000235497"
"1632","ENSG00000224361"
"1633","ENSG00000279526"
"1634","ENSG00000283031"
"1635","ENSG00000232642"
"1636","ENSG00000223754"
"1637","ENSG00000242628"
"1638","ENSG00000286829"
"1639","ENSG00000271936"
"1640","ENSG00000224165"
"1641","ENSG00000286645"
"1642","ENSG00000230452"
"1643","ENSG00000235072"
"1644","ENSG00000224220"
"1645","ENSG00000286707"
"1646","ENSG00000225378"
"1647","ENSG00000230286"
"1648","ENSG00000205500"
"1649","ENSG00000231636"
"1650","ENSG00000272056"
"1651","ENSG00000229122"
"1652","ENSG00000272148"
"1653","ENSG00000234945"
"1654","ENSG00000234072"
"1655","ENSG00000259080"
"1656","ENSG00000205334"
"1657","ENSG00000223522"
"1658","ENSG00000229951"
"1659","ENSG00000270640"
"1660","ENSG00000270210"
"1661","ENSG00000227938"
"1662","ENSG00000230730"
"1663","ENSG00000226833"
"1664","ENSG00000273233"
"1665","ENSG00000229224"
"1666","ENSG00000286963"
"1667","ENSG00000233862"
"1668","ENSG00000230737"
"1669","ENSG00000197644"
"1670","ENSG00000287658"
"1671","ENSG00000235997"
"1672","ENSG00000280154"
"1673","ENSG00000278908"
"1674","ENSG00000285984"
"1675","ENSG00000234579"
"1676","ENSG00000228563"
"1677","ENSG00000223647"
"1678","ENSG00000273165"
"1679","ENSG00000271228"
"1680","ENSG00000272716"
"1681","ENSG00000272754"
"1682","ENSG00000230046"
"1683","ENSG00000276334"
"1684","ENSG00000276517"
"1685","ENSG00000274159"
"1686","ENSG00000279544"
"1687","ENSG00000230876"
"1688","ENSG00000236854"
"1689","ENSG00000285577"
"1690","ENSG00000237133"
"1691","ENSG00000286415"
"1692","ENSG00000228262"
"1693","ENSG00000237790"
"1694","ENSG00000285754"
"1695","ENSG00000272027"
"1696","ENSG00000232153"
"1697","ENSG00000226994"
"1698","ENSG00000237320"
"1699","ENSG00000260025"
"1700","ENSG00000273090"
"1701","ENSG00000279519"
"1702","ENSG00000272054"
"1703","ENSG00000232028"
"1704","ENSG00000285925"
"1705","ENSG00000287316"
"1706","ENSG00000236213"
"1707","ENSG00000236572"
"1708","ENSG00000237803"
"1709","ENSG00000235848"
"1710","ENSG00000232973"
"1711","ENSG00000280276"
"1712","ENSG00000229160"
"1713","ENSG00000273006"
"1714","ENSG00000227292"
"1715","ENSG00000231367"
"1716","ENSG00000287313"
"1717","ENSG00000235009"
"1718","ENSG00000235586"
"1719","ENSG00000232518"
"1720","ENSG00000225284"
"1721","ENSG00000269210"
"1722","ENSG00000229692"
"1723","ENSG00000273035"
"1724","ENSG00000231312"
"1725","ENSG00000227028"
"1726","ENSG00000287255"
"1727","ENSG00000285898"
"1728","ENSG00000287468"
"1729","ENSG00000233128"
"1730","ENSG00000287145"
"1731","ENSG00000214691"
"1732","ENSG00000234362"
"1733","ENSG00000226398"
"1734","ENSG00000224875"
"1735","ENSG00000224739"
"1736","ENSG00000231826"
"1737","ENSG00000233978"
"1738","ENSG00000230587"
"1739","ENSG00000286796"
"1740","ENSG00000287387"
"1741","ENSG00000279873"
"1742","ENSG00000234936"
"1743","ENSG00000273106"
"1744","ENSG00000259439"
"1745","ENSG00000278957"
"1746","ENSG00000236502"
"1747","ENSG00000225156"
"1748","ENSG00000231156"
"1749","ENSG00000205054"
"1750","ENSG00000231054"
"1751","ENSG00000286728"
"1752","ENSG00000286519"
"1753","ENSG00000228481"
"1754","ENSG00000232696"
"1755","ENSG00000231336"
"1756","ENSG00000228100"
"1757","ENSG00000187600"
"1758","ENSG00000284608"
"1759","ENSG00000253515"
"1760","ENSG00000250116"
"1761","ENSG00000279254"
"1762","ENSG00000222005"
"1763","ENSG00000239332"
"1764","ENSG00000226548"
"1765","ENSG00000228925"
"1766","ENSG00000272814"
"1767","ENSG00000233845"
"1768","ENSG00000225187"
"1769","ENSG00000234690"
"1770","ENSG00000226087"
"1771","ENSG00000235760"
"1772","ENSG00000233230"
"1773","ENSG00000230773"
"1774","ENSG00000272663"
"1775","ENSG00000282890"
"1776","ENSG00000282998"
"1777","ENSG00000282828"
"1778","ENSG00000285548"
"1779","ENSG00000283058"
"1780","ENSG00000286412"
"1781","ENSG00000231918"
"1782","ENSG00000287867"
"1783","ENSG00000287344"
"1784","ENSG00000225444"
"1785","ENSG00000236837"
"1786","ENSG00000228033"
"1787","ENSG00000232604"
"1788","ENSG00000272156"
"1789","ENSG00000228108"
"1790","ENSG00000234943"
"1791","ENSG00000238018"
"1792","ENSG00000231334"
"1793","ENSG00000285519"
"1794","ENSG00000203327"
"1795","ENSG00000240401"
"1796","ENSG00000272606"
"1797","ENSG00000272180"
"1798","ENSG00000226702"
"1799","ENSG00000229805"
"1800","ENSG00000271894"
"1801","ENSG00000233251"
"1802","ENSG00000285755"
"1803","ENSG00000287875"
"1804","ENSG00000273063"
"1805","ENSG00000225226"
"1806","ENSG00000233723"
"1807","ENSG00000285673"
"1808","ENSG00000222030"
"1809","ENSG00000271955"
"1810","ENSG00000233891"
"1811","ENSG00000231815"
"1812","ENSG00000286604"
"1813","ENSG00000285611"
"1814","ENSG00000228590"
"1815","ENSG00000287640"
"1816","ENSG00000233953"
"1817","ENSG00000228414"
"1818","ENSG00000267520"
"1819","ENSG00000274769"
"1820","ENSG00000212978"
"1821","ENSG00000271889"
"1822","ENSG00000273302"
"1823","ENSG00000270820"
"1824","ENSG00000285857"
"1825","ENSG00000236498"
"1826","ENSG00000286360"
"1827","ENSG00000229839"
"1828","ENSG00000228541"
"1829","ENSG00000226622"
"1830","ENSG00000286524"
"1831","ENSG00000226605"
"1832","ENSG00000231609"
"1833","ENSG00000286480"
"1834","ENSG00000279485"
"1835","ENSG00000228079"
"1836","ENSG00000225889"
"1837","ENSG00000230923"
"1838","ENSG00000238012"
"1839","ENSG00000238201"
"1840","ENSG00000223935"
"1841","ENSG00000223863"
"1842","ENSG00000260101"
"1843","ENSG00000233694"
